assembly_accession,bioproject,biosample,wgs_master,excluded_from_refseq,refseq_category,relation_to_type_material,taxid,species_taxid,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name,submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,local_filename,local_fna,filename,is_synecho,proteins_path,genes_path,checkm_completeness,checkm_contamination,quality_filter,classification,fastani_reference,fastani_reference_radius,fastani_taxonomy,fastani_ani,fastani_af,closest_placement_reference,closest_placement_taxonomy,closest_placement_ani,closest_placement_af,pplacer_taxonomy,classification_method,note,"other_related_references(genome_id,species_name,radius,ANI,AF)",aa_percent,translation_table,red_value,warnings,gtdb_domain,gtdb_phylum,gtdb_class,gtdb_order,gtdb_family,gtdb_genus,gtdb_species,gc,megabases,organism_name,infraspecific_name,new_genus,new_species,new_strain,label,protein_filename,gtt_label
GCA_000635015.1,PRJNA239872,SAMN02671364,JFMR00000000.1,derived from single cell,na,,1471493,1471493,scB243_498I20,latest,Contig,Major,Full,2014/04/22,De novo assembly of single-cell genomes,Massachusetts Institute of Technology,GCF_000635015.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/635/015/GCA_000635015.1_De_novo_assembly_of_single-cell_genomes,./genbank/bacteria/GCA_000635015.1/GCA_000635015.1_De_novo_assembly_of_single-cell_genomes_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_000635015.1_De_novo_assembly_of_single-cell_genomes_genomic.fna,GCA_000635015.1_De_novo_assembly_of_single-cell_genomes,False,..//ncbi/processing/prodigal_proteins/GCA_000635015.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins.faa,../data/ncbi/processing/prodigal_genes/GCA_000635015.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_genes.fna,94.63,0.0,True,,,,,,,,,,,,,,,,,,,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Prochlorococcus_A,Prochlorococcus_A sp000635015,0.31257,1.589855,Prochlorococcus sp. scB243_498I20,,Prochlorococcus_A,Prochlorococcus_A sp000635015,,c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._scB243_498I20_Prochlorococcus_A_sp000635015,GCA_000635015.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins.faa,c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._scB243_498I20_Prochlorococcus_A_sp000635015 # GCA_000635015.1
GCA_000635035.1,PRJNA239872,SAMN02671366,JFMT00000000.1,derived from single cell,na,,1471495,1471495,scB243_498L10,latest,Scaffold,Major,Full,2014/04/22,De novo assembly of single-cell genomes,Massachusetts Institute of Technology,GCF_000635035.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/635/035/GCA_000635035.1_De_novo_assembly_of_single-cell_genomes,./genbank/bacteria/GCA_000635035.1/GCA_000635035.1_De_novo_assembly_of_single-cell_genomes_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_000635035.1_De_novo_assembly_of_single-cell_genomes_genomic.fna,GCA_000635035.1_De_novo_assembly_of_single-cell_genomes,False,..//ncbi/processing/prodigal_proteins/GCA_000635035.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins.faa,../data/ncbi/processing/prodigal_genes/GCA_000635035.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_genes.fna,78.76,0.82,True,,,,,,,,,,,,,,,,,,,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Prochlorococcus_A,Prochlorococcus_A sp000635495,0.31074,1.348564,Prochlorococcus sp. scB243_498L10,,Prochlorococcus_A,Prochlorococcus_A sp000635495,,c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._scB243_498L10_Prochlorococcus_A_sp000635495,GCA_000635035.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins.faa,c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._scB243_498L10_Prochlorococcus_A_sp000635495 # GCA_000635035.1
GCA_000634335.1,PRJNA239872,SAMN02671368,JFMV00000000.1,derived from single cell,na,,1471497,1471497,scB243_498N4,latest,Contig,Major,Full,2014/04/22,De novo assembly of single-cell genomes,Massachusetts Institute of Technology,GCF_000634335.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/634/335/GCA_000634335.1_De_novo_assembly_of_single-cell_genomes,./genbank/bacteria/GCA_000634335.1/GCA_000634335.1_De_novo_assembly_of_single-cell_genomes_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_000634335.1_De_novo_assembly_of_single-cell_genomes_genomic.fna,GCA_000634335.1_De_novo_assembly_of_single-cell_genomes,False,..//ncbi/processing/prodigal_proteins/GCA_000634335.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins.faa,../data/ncbi/processing/prodigal_genes/GCA_000634335.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_genes.fna,85.51,0.54,True,,,,,,,,,,,,,,,,,,,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Prochlorococcus_A,Prochlorococcus_A sp000634215,0.31341,1.412289,Prochlorococcus sp. scB243_498N4,,Prochlorococcus_A,Prochlorococcus_A sp000634215,,c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._scB243_498N4_Prochlorococcus_A_sp000634215,GCA_000634335.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins.faa,c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._scB243_498N4_Prochlorococcus_A_sp000634215 # GCA_000634335.1
GCA_000634355.1,PRJNA239872,SAMN02671369,JFMW00000000.1,derived from single cell,na,,1471498,1471498,scB243_498N8,latest,Contig,Major,Full,2014/04/22,De novo assembly of single-cell genomes,Massachusetts Institute of Technology,GCF_000634355.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/634/355/GCA_000634355.1_De_novo_assembly_of_single-cell_genomes,./genbank/bacteria/GCA_000634355.1/GCA_000634355.1_De_novo_assembly_of_single-cell_genomes_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_000634355.1_De_novo_assembly_of_single-cell_genomes_genomic.fna,GCA_000634355.1_De_novo_assembly_of_single-cell_genomes,False,..//ncbi/processing/prodigal_proteins/GCA_000634355.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins.faa,../data/ncbi/processing/prodigal_genes/GCA_000634355.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_genes.fna,53.86,0.69,True,,,,,,,,,,,,,,,,,,,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Prochlorococcus_A,Prochlorococcus_A sp000635495,0.31141,0.907618,Prochlorococcus sp. scB243_498N8,,Prochlorococcus_A,Prochlorococcus_A sp000635495,,c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._scB243_498N8_Prochlorococcus_A_sp000635495,GCA_000634355.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins.faa,c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._scB243_498N8_Prochlorococcus_A_sp000635495 # GCA_000634355.1
GCA_000635675.1,PRJNA239872,SAMN02671370,JFMX00000000.1,derived from single cell,na,,1471499,1471499,scB243_498P15,latest,Contig,Major,Full,2014/04/22,De novo assembly of single-cell genomes,Massachusetts Institute of Technology,GCF_000635675.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/635/675/GCA_000635675.1_De_novo_assembly_of_single-cell_genomes,./genbank/bacteria/GCA_000635675.1/GCA_000635675.1_De_novo_assembly_of_single-cell_genomes_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_000635675.1_De_novo_assembly_of_single-cell_genomes_genomic.fna,GCA_000635675.1_De_novo_assembly_of_single-cell_genomes,False,..//ncbi/processing/prodigal_proteins/GCA_000635675.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins.faa,../data/ncbi/processing/prodigal_genes/GCA_000635675.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_genes.fna,93.61,0.82,True,,,,,,,,,,,,,,,,,,,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Prochlorococcus_A,Prochlorococcus_A sp000635495,0.31456,1.460426,Prochlorococcus sp. scB243_498P15,,Prochlorococcus_A,Prochlorococcus_A sp000635495,,c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._scB243_498P15_Prochlorococcus_A_sp000635495,GCA_000635675.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins.faa,c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._scB243_498P15_Prochlorococcus_A_sp000635495 # GCA_000635675.1
GCA_000635695.1,PRJNA239872,SAMN02671371,JFMY00000000.1,derived from single cell,na,,1471500,1471500,scB243_498P3,latest,Contig,Major,Full,2014/04/22,De novo assembly of single-cell genomes,Massachusetts Institute of Technology,GCF_000635695.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/635/695/GCA_000635695.1_De_novo_assembly_of_single-cell_genomes,./genbank/bacteria/GCA_000635695.1/GCA_000635695.1_De_novo_assembly_of_single-cell_genomes_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_000635695.1_De_novo_assembly_of_single-cell_genomes_genomic.fna,GCA_000635695.1_De_novo_assembly_of_single-cell_genomes,False,..//ncbi/processing/prodigal_proteins/GCA_000635695.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins.faa,../data/ncbi/processing/prodigal_genes/GCA_000635695.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_genes.fna,79.98,1.49,True,,,,,,,,,,,,,,,,,,,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Prochlorococcus_A,Prochlorococcus_A sp000635495,0.31138000000000005,1.432254,Prochlorococcus sp. scB243_498P3,,Prochlorococcus_A,Prochlorococcus_A sp000635495,,c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._scB243_498P3_Prochlorococcus_A_sp000635495,GCA_000635695.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins.faa,c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._scB243_498P3_Prochlorococcus_A_sp000635495 # GCA_000635695.1
GCA_000634375.1,PRJNA239873,SAMN02671372,JFMZ00000000.1,derived from single cell,na,,1471501,1471501,scB245a_518A17,latest,Contig,Major,Full,2014/04/22,De novo assembly of single-cell genomes,Massachusetts Institute of Technology,GCF_000634375.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/634/375/GCA_000634375.1_De_novo_assembly_of_single-cell_genomes,./genbank/bacteria/GCA_000634375.1/GCA_000634375.1_De_novo_assembly_of_single-cell_genomes_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_000634375.1_De_novo_assembly_of_single-cell_genomes_genomic.fna,GCA_000634375.1_De_novo_assembly_of_single-cell_genomes,False,..//ncbi/processing/prodigal_proteins/GCA_000634375.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins.faa,../data/ncbi/processing/prodigal_genes/GCA_000634375.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_genes.fna,97.39,0.77,True,,,,,,,,,,,,,,,,,,,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Prochlorococcus_A,Prochlorococcus_A sp000634215,0.31308,1.625274,Prochlorococcus sp. scB245a_518A17,,Prochlorococcus_A,Prochlorococcus_A sp000634215,,c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._scB245a_518A17_Prochlorococcus_A_sp000634215,GCA_000634375.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins.faa,c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._scB245a_518A17_Prochlorococcus_A_sp000634215 # GCA_000634375.1
GCA_000635055.1,PRJNA239873,SAMN02671373,JFNA00000000.1,derived from single cell,na,,1471502,1471502,scB245a_518A6,latest,Contig,Major,Full,2014/04/22,De novo assembly of single-cell genomes,Massachusetts Institute of Technology,GCF_000635055.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/635/055/GCA_000635055.1_De_novo_assembly_of_single-cell_genomes,./genbank/bacteria/GCA_000635055.1/GCA_000635055.1_De_novo_assembly_of_single-cell_genomes_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_000635055.1_De_novo_assembly_of_single-cell_genomes_genomic.fna,GCA_000635055.1_De_novo_assembly_of_single-cell_genomes,False,..//ncbi/processing/prodigal_proteins/GCA_000635055.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins.faa,../data/ncbi/processing/prodigal_genes/GCA_000635055.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_genes.fna,83.38,1.36,True,,,,,,,,,,,,,,,,,,,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Prochlorococcus_A,Prochlorococcus_A sp000634215,0.31401,1.372698,Prochlorococcus sp. scB245a_518A6,,Prochlorococcus_A,Prochlorococcus_A sp000634215,,c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._scB245a_518A6_Prochlorococcus_A_sp000634215,GCA_000635055.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins.faa,c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._scB245a_518A6_Prochlorococcus_A_sp000634215 # GCA_000635055.1
GCA_000635075.1,PRJNA239873,SAMN02671375,JFNC00000000.1,derived from single cell,na,,1471504,1471504,scB245a_518E10,latest,Contig,Major,Full,2014/04/22,De novo assembly of single-cell genomes,Massachusetts Institute of Technology,GCF_000635075.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/635/075/GCA_000635075.1_De_novo_assembly_of_single-cell_genomes,./genbank/bacteria/GCA_000635075.1/GCA_000635075.1_De_novo_assembly_of_single-cell_genomes_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_000635075.1_De_novo_assembly_of_single-cell_genomes_genomic.fna,GCA_000635075.1_De_novo_assembly_of_single-cell_genomes,False,..//ncbi/processing/prodigal_proteins/GCA_000635075.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins.faa,../data/ncbi/processing/prodigal_genes/GCA_000635075.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_genes.fna,81.97,0.14,True,,,,,,,,,,,,,,,,,,,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Prochlorococcus_A,Prochlorococcus_A sp000635495,0.31498000000000004,1.327384,Prochlorococcus sp. scB245a_518E10,,Prochlorococcus_A,Prochlorococcus_A sp000635495,,c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._scB245a_518E10_Prochlorococcus_A_sp000635495,GCA_000635075.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins.faa,c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._scB245a_518E10_Prochlorococcus_A_sp000635495 # GCA_000635075.1
GCA_000635715.1,PRJNA239873,SAMN02671376,JFND00000000.1,derived from single cell,na,,1471505,1471505,scB245a_518I6,latest,Contig,Major,Full,2014/04/22,De novo assembly of single-cell genomes,Massachusetts Institute of Technology,GCF_000635715.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/635/715/GCA_000635715.1_De_novo_assembly_of_single-cell_genomes,./genbank/bacteria/GCA_000635715.1/GCA_000635715.1_De_novo_assembly_of_single-cell_genomes_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_000635715.1_De_novo_assembly_of_single-cell_genomes_genomic.fna,GCA_000635715.1_De_novo_assembly_of_single-cell_genomes,False,..//ncbi/processing/prodigal_proteins/GCA_000635715.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins.faa,../data/ncbi/processing/prodigal_genes/GCA_000635715.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_genes.fna,88.29,0.28,True,,,,,,,,,,,,,,,,,,,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Prochlorococcus_A,Prochlorococcus_A sp000635015,0.31478,1.3685379999999998,Prochlorococcus sp. scB245a_518I6,,Prochlorococcus_A,Prochlorococcus_A sp000635015,,c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._scB245a_518I6_Prochlorococcus_A_sp000635015,GCA_000635715.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins.faa,c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._scB245a_518I6_Prochlorococcus_A_sp000635015 # GCA_000635715.1
GCA_000635095.1,PRJNA239873,SAMN02671377,JFNE00000000.1,derived from single cell,na,,1471506,1471506,scB245a_518J7,latest,Contig,Major,Full,2014/04/22,De novo assembly of single-cell genomes,Massachusetts Institute of Technology,GCF_000635095.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/635/095/GCA_000635095.1_De_novo_assembly_of_single-cell_genomes,./genbank/bacteria/GCA_000635095.1/GCA_000635095.1_De_novo_assembly_of_single-cell_genomes_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_000635095.1_De_novo_assembly_of_single-cell_genomes_genomic.fna,GCA_000635095.1_De_novo_assembly_of_single-cell_genomes,False,..//ncbi/processing/prodigal_proteins/GCA_000635095.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins.faa,../data/ncbi/processing/prodigal_genes/GCA_000635095.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_genes.fna,83.8,1.31,True,,,,,,,,,,,,,,,,,,,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Prochlorococcus_A,Prochlorococcus_A sp000634215,0.31501,1.382477,Prochlorococcus sp. scB245a_518J7,,Prochlorococcus_A,Prochlorococcus_A sp000634215,,c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._scB245a_518J7_Prochlorococcus_A_sp000634215,GCA_000635095.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins.faa,c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._scB245a_518J7_Prochlorococcus_A_sp000634215 # GCA_000635095.1
GCA_000635115.1,PRJNA239873,SAMN02671378,JFNF00000000.1,derived from single cell,na,,1471507,1471507,scB245a_518K17,latest,Contig,Major,Full,2014/04/22,De novo assembly of single-cell genomes,Massachusetts Institute of Technology,GCF_000635115.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/635/115/GCA_000635115.1_De_novo_assembly_of_single-cell_genomes,./genbank/bacteria/GCA_000635115.1/GCA_000635115.1_De_novo_assembly_of_single-cell_genomes_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_000635115.1_De_novo_assembly_of_single-cell_genomes_genomic.fna,GCA_000635115.1_De_novo_assembly_of_single-cell_genomes,False,..//ncbi/processing/prodigal_proteins/GCA_000635115.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins.faa,../data/ncbi/processing/prodigal_genes/GCA_000635115.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_genes.fna,83.61,1.04,True,,,,,,,,,,,,,,,,,,,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Prochlorococcus_A,Prochlorococcus_A sp000635495,0.31301,1.405162,Prochlorococcus sp. scB245a_518K17,,Prochlorococcus_A,Prochlorococcus_A sp000635495,,c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._scB245a_518K17_Prochlorococcus_A_sp000635495,GCA_000635115.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins.faa,c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._scB245a_518K17_Prochlorococcus_A_sp000635495 # GCA_000635115.1
GCA_000635135.1,PRJNA239873,SAMN02671379,JFNG00000000.1,derived from single cell,na,,1471508,1471508,scB245a_518O7,latest,Contig,Major,Full,2014/04/22,De novo assembly of single-cell genomes,Massachusetts Institute of Technology,GCF_000635135.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/635/135/GCA_000635135.1_De_novo_assembly_of_single-cell_genomes,./genbank/bacteria/GCA_000635135.1/GCA_000635135.1_De_novo_assembly_of_single-cell_genomes_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_000635135.1_De_novo_assembly_of_single-cell_genomes_genomic.fna,GCA_000635135.1_De_novo_assembly_of_single-cell_genomes,False,..//ncbi/processing/prodigal_proteins/GCA_000635135.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins.faa,../data/ncbi/processing/prodigal_genes/GCA_000635135.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_genes.fna,82.84,0.14,True,,,,,,,,,,,,,,,,,,,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Prochlorococcus_A,Prochlorococcus_A sp000635495,0.31196,1.469993,Prochlorococcus sp. scB245a_518O7,,Prochlorococcus_A,Prochlorococcus_A sp000635495,,c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._scB245a_518O7_Prochlorococcus_A_sp000635495,GCA_000635135.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins.faa,c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._scB245a_518O7_Prochlorococcus_A_sp000635495 # GCA_000635135.1
GCA_000634415.1,PRJNA239873,SAMN02671380,JFNH00000000.1,derived from single cell,na,,1471509,1471509,scB245a_519A13,latest,Contig,Major,Full,2014/04/22,De novo assembly of single-cell genomes,Massachusetts Institute of Technology,GCF_000634415.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/634/415/GCA_000634415.1_De_novo_assembly_of_single-cell_genomes,./genbank/bacteria/GCA_000634415.1/GCA_000634415.1_De_novo_assembly_of_single-cell_genomes_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_000634415.1_De_novo_assembly_of_single-cell_genomes_genomic.fna,GCA_000634415.1_De_novo_assembly_of_single-cell_genomes,False,..//ncbi/processing/prodigal_proteins/GCA_000634415.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins.faa,../data/ncbi/processing/prodigal_genes/GCA_000634415.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_genes.fna,65.49,0.36,True,,,,,,,,,,,,,,,,,,,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Prochlorococcus_A,Prochlorococcus_A sp000634415,0.31076,1.149563,Prochlorococcus sp. scB245a_519A13,,Prochlorococcus_A,Prochlorococcus_A sp000634415,,c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._scB245a_519A13_Prochlorococcus_A_sp000634415,GCA_000634415.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins.faa,c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._scB245a_519A13_Prochlorococcus_A_sp000634415 # GCA_000634415.1
GCA_000635155.1,PRJNA239873,SAMN02671382,JFNJ00000000.1,derived from single cell,na,,1471511,1471511,scB245a_519C7,latest,Scaffold,Major,Full,2014/04/22,De novo assembly of single-cell genomes,Massachusetts Institute of Technology,GCF_000635155.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/635/155/GCA_000635155.1_De_novo_assembly_of_single-cell_genomes,./genbank/bacteria/GCA_000635155.1/GCA_000635155.1_De_novo_assembly_of_single-cell_genomes_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_000635155.1_De_novo_assembly_of_single-cell_genomes_genomic.fna,GCA_000635155.1_De_novo_assembly_of_single-cell_genomes,False,..//ncbi/processing/prodigal_proteins/GCA_000635155.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins.faa,../data/ncbi/processing/prodigal_genes/GCA_000635155.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_genes.fna,87.36,1.04,True,,,,,,,,,,,,,,,,,,,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Prochlorococcus_A,Prochlorococcus_A sp000635495,0.31404,1.366174,Prochlorococcus sp. scB245a_519C7,,Prochlorococcus_A,Prochlorococcus_A sp000635495,,c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._scB245a_519C7_Prochlorococcus_A_sp000635495,GCA_000635155.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins.faa,c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._scB245a_519C7_Prochlorococcus_A_sp000635495 # GCA_000635155.1
