Assembly_name	Original_file_name	taxid	num_SCG_hits	uniq_SCG_hits	perc_comp	perc_redund
GCA_000634255.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000634255.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins.faa	NA	227	221	90.44	2.79
GCA_000634915.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000634915.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins.faa	NA	203	191	80.88	5.58
GCA_000634935.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000634935.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins.faa	NA	167	163	66.53	1.59
GCA_000635555.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000635555.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins.faa	NA	219	214	87.25	1.99
GCA_000634275.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000634275.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins.faa	NA	202	194	80.48	5.18
GCA_000635595.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000635595.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins.faa	NA	169	163	67.33	2.79
GCA_000634295.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000634295.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins.faa	NA	231	224	92.03	2.79
GCA_000634975.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000634975.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins.faa	NA	220	216	87.65	1.99
GCA_000635635.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000635635.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins.faa	NA	158	152	62.95	2.79
GCA_000634995.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000634995.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins.faa	NA	215	210	85.66	1.99
GCA_000635615.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000635615.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins.faa	NA	213	205	84.86	3.19
GCA_000634355.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000634355.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins.faa	NA	149	143	59.36	2.39
GCA_000635035.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000635035.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins.faa	NA	195	189	77.69	2.39
GCA_000635015.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000635015.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins.faa	NA	233	229	92.83	1.99
GCA_000634335.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000634335.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins.faa	NA	216	211	86.06	2.79
GCA_000635695.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000635695.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins.faa	NA	201	197	80.08	1.99
GCA_000635675.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000635675.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins.faa	NA	228	222	90.84	2.79
GCA_000635075.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000635075.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins.faa	NA	207	205	82.47	1.20
GCA_000635055.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000635055.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins.faa	NA	216	211	86.06	1.99
GCA_000634415.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000634415.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins.faa	NA	173	166	68.92	3.59
GCA_000635715.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000635715.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins.faa	NA	212	206	84.46	2.39
GCA_000635095.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000635095.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins.faa	NA	204	193	81.27	5.18
GCA_000634375.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000634375.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins.faa	NA	233	226	92.83	3.19
GCA_000635115.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000635115.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins.faa	NA	221	211	88.05	3.98
GCA_000635135.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000635135.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins.faa	NA	222	218	88.45	1.99
GCA_000635155.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000635155.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins.faa	NA	212	208	84.46	1.59
GCA_000635735.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000635735.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins.faa	NA	219	209	87.25	4.38
GCA_000635175.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000635175.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins.faa	NA	200	194	79.68	2.39
GCA_000635755.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000635755.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins.faa	NA	208	191	82.87	7.17
GCA_000635775.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000635775.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins.faa	NA	190	183	75.70	2.79
GCA_000634455.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000634455.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins.faa	NA	205	201	81.67	2.39
GCA_000635195.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000635195.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins.faa	NA	218	204	86.85	5.58
GCA_000634495.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000634495.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins.faa	NA	147	138	58.57	3.98
GCA_000635795.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000635795.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins.faa	NA	187	180	74.50	3.19
GCA_000634475.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000634475.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins.faa	NA	217	207	86.45	4.78
GCA_000635815.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000635815.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins.faa	NA	215	210	85.66	1.99
GCA_000634595.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000634595.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins.faa	NA	168	159	66.93	3.59
GCA_000634555.2_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000634555.2_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins.faa	NA	180	173	71.71	3.19
GCA_000634515.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000634515.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins.faa	NA	223	215	88.84	3.59
GCA_000635835.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000635835.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins.faa	NA	228	222	90.84	2.79
GCA_000635235.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000635235.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins.faa	NA	219	210	87.25	3.59
GCA_000635255.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000635255.1_De_novo_assembly_of_single-cell_genomes_genomic_prodigal_proteins.faa	NA	227	224	90.44	1.20
GCA_000760175.1_ASM76017v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000760175.1_ASM76017v1_genomic_prodigal_proteins.faa	NA	239	239	95.22	0.00
GCA_000760195.1_ASM76019v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000760195.1_ASM76019v1_genomic_prodigal_proteins.faa	NA	238	237	94.82	0.40
GCA_000708525.1_ASM70852v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000708525.1_ASM70852v1_genomic_prodigal_proteins.faa	NA	245	241	97.61	1.59
GCA_000760215.1_ASM76021v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000760215.1_ASM76021v1_genomic_prodigal_proteins.faa	NA	238	237	94.82	0.40
GCA_000760375.1_ASM76037v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000760375.1_ASM76037v1_genomic_prodigal_proteins.faa	NA	237	235	94.42	0.80
GCA_000757845.1_ASM75784v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000757845.1_ASM75784v1_genomic_prodigal_proteins.faa	NA	242	241	96.41	0.40
GCA_000760295.1_ASM76029v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000760295.1_ASM76029v1_genomic_prodigal_proteins.faa	NA	239	239	95.22	0.00
GCA_000757865.1_ASM75786v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000757865.1_ASM75786v1_genomic_prodigal_proteins.faa	NA	234	233	93.23	0.40
GCA_000760315.1_ASM76031v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000760315.1_ASM76031v1_genomic_prodigal_proteins.faa	NA	239	239	95.22	0.00
GCA_000760335.1_ASM76033v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000760335.1_ASM76033v1_genomic_prodigal_proteins.faa	NA	238	238	94.82	0.00
GCA_003112475.1_ASM311247v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_003112475.1_ASM311247v1_genomic_prodigal_proteins.faa	NA	247	246	98.41	0.40
GCA_001747005.1_ASM174700v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_001747005.1_ASM174700v1_genomic_prodigal_proteins.faa	NA	245	243	97.61	0.80
GCA_000733415.1_ASM73341v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000733415.1_ASM73341v1_genomic_prodigal_proteins.faa	NA	242	232	96.41	3.98
GCA_001548095.1_Gm3709_assembly_1.0_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_001548095.1_Gm3709_assembly_1.0_genomic_prodigal_proteins.faa	NA	247	246	98.41	0.40
GCA_003007785.1_ASM300778v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_003007785.1_ASM300778v1_genomic_prodigal_proteins.faa	NA	248	246	98.80	1.20
GCA_001548115.1_Gm3709_assembly_1.0_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_001548115.1_Gm3709_assembly_1.0_genomic_prodigal_proteins.faa	NA	243	241	96.81	0.80
GCA_001904635.1_ASM190463v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_001904635.1_ASM190463v1_genomic_prodigal_proteins.faa	NA	246	238	98.01	3.19
GCA_001485215.1_ASM148521v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_001485215.1_ASM148521v1_genomic_prodigal_proteins.faa	NA	245	240	97.61	2.39
GCA_001277295.1_ASM127729v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_001277295.1_ASM127729v1_genomic_prodigal_proteins.faa	NA	241	237	96.02	1.59
GCA_000756305.1_ASM75630v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000756305.1_ASM75630v1_genomic_prodigal_proteins.faa	NA	248	239	98.80	3.98
GCA_001314905.1_ASM131490v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_001314905.1_ASM131490v1_genomic_prodigal_proteins.faa	NA	246	243	98.01	1.20
GCA_000974245.1_ASM97424v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000974245.1_ASM97424v1_genomic_prodigal_proteins.faa	NA	238	235	94.82	1.20
GCA_002949795.1_ASM294979v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_002949795.1_ASM294979v1_genomic_prodigal_proteins.faa	NA	243	240	96.81	1.20
GCA_001672085.1_ASM167208v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_001672085.1_ASM167208v1_genomic_prodigal_proteins.faa	NA	238	233	94.82	1.99
GCA_001631965.1_ASM163196v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_001631965.1_ASM163196v1_genomic_prodigal_proteins.faa	NA	236	234	94.02	0.80
GCA_001402795.1_ASM140279v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_001402795.1_ASM140279v1_genomic_prodigal_proteins.faa	NA	235	225	93.63	4.78
GCA_002368055.1_ASM236805v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_002368055.1_ASM236805v1_genomic_prodigal_proteins.faa	NA	244	236	97.21	3.19
GCA_001672255.1_ASM167225v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_001672255.1_ASM167225v1_genomic_prodigal_proteins.faa	NA	237	236	94.42	0.40
GCA_001672225.1_ASM167222v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_001672225.1_ASM167222v1_genomic_prodigal_proteins.faa	NA	238	235	94.82	1.20
GCA_001672155.1_ASM167215v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_001672155.1_ASM167215v1_genomic_prodigal_proteins.faa	NA	242	235	96.41	2.79
GCA_900009145.1_BBR_PRJEB10993_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_900009145.1_BBR_PRJEB10993_genomic_prodigal_proteins.faa	NA	243	239	96.81	1.59
GCA_001275395.1_ASM127539v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_001275395.1_ASM127539v1_genomic_prodigal_proteins.faa	NA	247	237	98.41	3.98
GCA_001432185.1_ASM143218v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_001432185.1_ASM143218v1_genomic_prodigal_proteins.faa	NA	244	242	97.21	0.80
GCA_001631985.1_ASM163198v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_001631985.1_ASM163198v1_genomic_prodigal_proteins.faa	NA	238	236	94.82	0.80
GCA_001276715.1_ASM127671v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_001276715.1_ASM127671v1_genomic_prodigal_proteins.faa	NA	243	239	96.81	1.59
GCA_001873375.1_ASM187337v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_001873375.1_ASM187337v1_genomic_prodigal_proteins.faa	NA	237	233	94.42	1.59
GCA_001548455.1_ASM154845v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_001548455.1_ASM154845v1_genomic_prodigal_proteins.faa	NA	246	243	98.01	1.20
GCA_001873365.1_ASM187336v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_001873365.1_ASM187336v1_genomic_prodigal_proteins.faa	NA	241	239	96.02	0.80
GCA_001548375.1_ASM154837v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_001548375.1_ASM154837v1_genomic_prodigal_proteins.faa	NA	245	236	97.61	3.98
GCA_003231495.1_AcaThom1.0_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_003231495.1_AcaThom1.0_genomic_prodigal_proteins.faa	NA	241	235	96.02	2.79
GCA_001548435.1_ASM154843v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_001548435.1_ASM154843v1_genomic_prodigal_proteins.faa	NA	244	241	97.21	1.20
GCA_001746915.1_ASM174691v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_001746915.1_ASM174691v1_genomic_prodigal_proteins.faa	NA	243	238	96.81	1.99
GCA_900088535.1_ASM90008853v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_900088535.1_ASM90008853v1_genomic_prodigal_proteins.faa	NA	251	251	100.00	0.00
GCA_002355455.1_ASM235545v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_002355455.1_ASM235545v1_genomic_prodigal_proteins.faa	NA	248	243	98.80	1.99
GCA_001597745.1_ASM159774v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_001597745.1_ASM159774v1_genomic_prodigal_proteins.faa	NA	246	243	98.01	1.20
GCA_000952155.1_asmbly001_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000952155.1_asmbly001_genomic_prodigal_proteins.faa	NA	233	227	92.83	2.39
GCA_003021605.1_ASM302160v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_003021605.1_ASM302160v1_genomic_prodigal_proteins.faa	NA	236	235	94.02	0.80
GCA_003021585.1_ASM302158v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_003021585.1_ASM302158v1_genomic_prodigal_proteins.faa	NA	235	234	93.63	0.80
GCA_001858025.1_ASM185802v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_001858025.1_ASM185802v1_genomic_prodigal_proteins.faa	NA	241	236	96.02	1.99
GCA_002282935.1_ASM228293v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_002282935.1_ASM228293v1_genomic_prodigal_proteins.faa	NA	231	229	92.03	0.80
GCA_003021545.1_ASM302154v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_003021545.1_ASM302154v1_genomic_prodigal_proteins.faa	NA	233	232	92.83	0.80
GCA_003021535.1_ASM302153v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_003021535.1_ASM302153v1_genomic_prodigal_proteins.faa	NA	237	236	94.42	0.80
GCA_003022265.1_ASM302226v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_003022265.1_ASM302226v1_genomic_prodigal_proteins.faa	NA	237	236	94.42	0.80
GCA_003022245.1_ASM302224v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_003022245.1_ASM302224v1_genomic_prodigal_proteins.faa	NA	235	234	93.63	0.80
GCA_001698425.1_ASM169842v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_001698425.1_ASM169842v1_genomic_prodigal_proteins.faa	NA	213	210	84.86	1.20
GCA_003021525.1_ASM302152v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_003021525.1_ASM302152v1_genomic_prodigal_proteins.faa	NA	234	233	93.23	0.80
GCA_003022225.1_ASM302222v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_003022225.1_ASM302222v1_genomic_prodigal_proteins.faa	NA	236	235	94.02	0.80
GCA_000332295.1_ASM33229v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000332295.1_ASM33229v1_genomic_prodigal_proteins.faa	NA	246	242	98.01	1.59
GCA_003021885.1_ASM302188v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_003021885.1_ASM302188v1_genomic_prodigal_proteins.faa	NA	237	236	94.42	0.80
GCA_003021925.1_ASM302192v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_003021925.1_ASM302192v1_genomic_prodigal_proteins.faa	NA	235	232	93.63	1.59
GCA_002896875.1_ASM289687v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_002896875.1_ASM289687v1_genomic_prodigal_proteins.faa	NA	242	238	96.41	1.59
GCA_003022125.1_ASM302212v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_003022125.1_ASM302212v1_genomic_prodigal_proteins.faa	NA	239	239	95.22	0.00
GCA_003021855.1_ASM302185v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_003021855.1_ASM302185v1_genomic_prodigal_proteins.faa	NA	235	234	93.63	0.40
GCA_003022205.1_ASM302220v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_003022205.1_ASM302220v1_genomic_prodigal_proteins.faa	NA	230	229	91.63	0.80
GCA_003021505.1_ASM302150v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_003021505.1_ASM302150v1_genomic_prodigal_proteins.faa	NA	238	237	94.82	0.80
GCA_001698435.1_ASM169843v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_001698435.1_ASM169843v1_genomic_prodigal_proteins.faa	NA	244	243	97.21	0.40
GCA_003022145.1_ASM302214v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_003022145.1_ASM302214v1_genomic_prodigal_proteins.faa	NA	237	236	94.42	0.80
GCA_003021485.1_ASM302148v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_003021485.1_ASM302148v1_genomic_prodigal_proteins.faa	NA	236	235	94.02	0.80
GCA_003021465.1_ASM302146v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_003021465.1_ASM302146v1_genomic_prodigal_proteins.faa	NA	232	231	92.43	0.80
GCA_003022175.1_ASM302217v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_003022175.1_ASM302217v1_genomic_prodigal_proteins.faa	NA	236	234	94.02	1.20
GCA_003021435.1_ASM302143v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_003021435.1_ASM302143v1_genomic_prodigal_proteins.faa	NA	232	226	92.43	2.79
GCA_003021425.1_ASM302142v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_003021425.1_ASM302142v1_genomic_prodigal_proteins.faa	NA	234	233	93.23	0.80
GCA_003022095.1_ASM302209v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_003022095.1_ASM302209v1_genomic_prodigal_proteins.faa	NA	229	228	91.24	0.40
GCA_003021405.1_ASM302140v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_003021405.1_ASM302140v1_genomic_prodigal_proteins.faa	NA	238	237	94.82	0.80
GCA_003021845.1_ASM302184v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_003021845.1_ASM302184v1_genomic_prodigal_proteins.faa	NA	235	228	93.63	2.79
GCA_003022165.1_ASM302216v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_003022165.1_ASM302216v1_genomic_prodigal_proteins.faa	NA	233	230	92.83	1.20
GCA_003021825.1_ASM302182v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_003021825.1_ASM302182v1_genomic_prodigal_proteins.faa	NA	233	232	92.83	0.80
GCA_003021905.1_ASM302190v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_003021905.1_ASM302190v1_genomic_prodigal_proteins.faa	NA	238	236	94.82	0.80
GCA_001989415.1_ASM198941v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_001989415.1_ASM198941v1_genomic_prodigal_proteins.faa	NA	241	239	96.02	0.80
GCA_001989455.1_ASM198945v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_001989455.1_ASM198945v1_genomic_prodigal_proteins.faa	NA	241	239	96.02	0.80
GCA_001989435.1_ASM198943v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_001989435.1_ASM198943v1_genomic_prodigal_proteins.faa	NA	241	239	96.02	0.80
GCA_002238435.1_ASM223843v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_002238435.1_ASM223843v1_genomic_prodigal_proteins.faa	NA	224	217	89.24	3.98
GCA_002308455.1_ASM230845v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_002308455.1_ASM230845v1_genomic_prodigal_proteins.faa	NA	192	173	76.49	9.16
GCA_002470335.1_ASM247033v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_002470335.1_ASM247033v1_genomic_prodigal_proteins.faa	NA	154	148	61.35	2.39
GCA_002308835.1_ASM230883v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_002308835.1_ASM230883v1_genomic_prodigal_proteins.faa	NA	204	197	81.27	3.98
GCA_002384845.1_ASM238484v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_002384845.1_ASM238484v1_genomic_prodigal_proteins.faa	NA	227	210	90.44	7.17
GCA_002478645.1_ASM247864v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_002478645.1_ASM247864v1_genomic_prodigal_proteins.faa	NA	199	190	79.28	3.59
GCA_002378185.1_ASM237818v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_002378185.1_ASM237818v1_genomic_prodigal_proteins.faa	NA	214	206	85.26	3.59
