assembly_id	label	taxid	num_SCG_hits	uniq_SCG_hits	perc_comp	perc_redund	num_SCG_hits_after_len_filt	in_final_tree
GCA_002893125.1_ASM289312v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Nostocaceae_g_Raphidiopsis_Raphidiopsis_raciborskii_C07_#_GCA_002893125.1	NA	244	243	97.21	0.40	235	Yes
GCA_002893145.1_ASM289314v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Nostocaceae_g_Raphidiopsis_Raphidiopsis_raciborskii_C04_#_GCA_002893145.1	NA	244	243	97.21	0.40	234	Yes
GCA_002893155.1_ASM289315v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Nostocaceae_g_Raphidiopsis_Raphidiopsis_raciborskii_C03_#_GCA_002893155.1	NA	245	244	97.61	0.40	235	Yes
GCA_002893185.1_ASM289318v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Nostocaceae_g_Raphidiopsis_Raphidiopsis_raciborskii_S14_#_GCA_002893185.1	NA	244	240	97.21	1.99	231	Yes
GCA_002893205.1_ASM289320v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Nostocaceae_g_Raphidiopsis_Raphidiopsis_raciborskii_S07_#_GCA_002893205.1	NA	245	243	97.61	1.20	233	Yes
GCA_002893215.1_ASM289321v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Nostocaceae_g_Raphidiopsis_Raphidiopsis_raciborskii_S10_#_GCA_002893215.1	NA	245	241	97.61	1.99	233	Yes
GCA_002893245.1_ASM289324v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Nostocaceae_g_Raphidiopsis_Raphidiopsis_raciborskii_S06_#_GCA_002893245.1	NA	245	243	97.61	1.20	234	Yes
GCA_002893265.1_ASM289326v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Nostocaceae_g_Raphidiopsis_Raphidiopsis_raciborskii_S05_#_GCA_002893265.1	NA	244	242	97.21	1.20	233	Yes
GCA_002893285.1_ASM289328v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Nostocaceae_g_Raphidiopsis_Raphidiopsis_raciborskii_S01_#_GCA_002893285.1	NA	244	242	97.21	1.20	233	Yes
GCA_002896875.1_ASM289687v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Nostocaceae_g_Trichormus_Trichormus_sp002896875_CENA543_#_GCA_002896875.1	NA	242	238	96.41	1.59	229	Yes
GCA_002897135.1_NcycadaeWK-1_v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Nostocaceae_g_Anabaenopsis_Anabaenopsis_circularis_WK-1_#_GCA_002897135.1	NA	244	242	97.21	0.80	235	Yes
GCA_002897275.1_ASM289727v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Microcystaceae_g_Microcystis_Microcystis_aeruginosa_A_NIES-298_#_GCA_002897275.1	NA	245	245	97.61	0.00	239	Yes
GCA_002897315.1_ASM289731v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Microcystaceae_g_Microcystis_s_Microcystis_aeruginosa_A_#_GCA_002897315.1	NA	246	245	98.01	0.40	239	Yes
GCA_002914585.1_ASM291458v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Pseudanabaenales_f_Pseudanabaenaceae_g_Pseudanabaena_Pseudanabaena_sp002914585_BC1403_#_GCA_002914585.1	NA	236	231	94.02	1.99	216	Yes
GCA_002933835.1_ASM293383v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Microcystaceae_g_Microcystis_Microcystis_aeruginosa_C_NIES-87_#_GCA_002933835.1	NA	246	242	98.01	1.59	236	Yes
GCA_002934005.1_ASM293400v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Nostocaceae_g_Cuspidothrix_Cuspidothrix_issatschenkoi_CHARLIE-1_#_GCA_002934005.1	NA	232	229	92.43	1.20	222	Yes
GCA_002939305.1_ASM293930v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Chroococcidiopsidaceae_g_Chroogloeocystis_Chroogloeocystis_sp002939305_TS-821_#_GCA_002939305.1	NA	245	242	97.61	1.20	235	Yes
GCA_002949735.1_ASM294973v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Nostocaceae_g_Nostoc_Nostoc_sp002949735_N6_#_GCA_002949735.1	NA	244	237	97.21	2.79	227	Yes
GCA_002949795.1_ASM294979v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Nostocaceae_g_Nostoc_Nostoc_sp002949795_5183_#_GCA_002949795.1	NA	243	240	96.81	1.20	230	Yes
GCA_002964865.1_ASM296486v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Chroococcidiopsidaceae_g_Chroogloeocystis_Chroogloeocystis_sp002964865_AAB1_#_GCA_002964865.1	NA	245	240	97.61	1.99	231	Yes
GCA_003003615.1_ASM300361v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Elainellales_f_Elainellaceae_g_CCP2_CCP2_sp003003615_CCP2_#_GCA_003003615.1	NA	240	226	95.62	5.98	200	Yes
GCA_003003695.1_ASM300369v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Leptolyngbyales_f_Leptolyngbyaceae_g_Phormidesmis_A_s_Phormidesmis_A_priestleyi_A_#_GCA_003003695.1	NA	242	240	96.41	0.80	235	Yes
GCA_003003715.1_ASM300371v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Phormidiaceae_g_Microcoleus_Microcoleus_sp003003725_Phorm_46_#_GCA_003003715.1	NA	212	204	84.46	3.19	180	Yes
GCA_003003725.1_ASM300372v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Phormidiaceae_g_Microcoleus_Microcoleus_sp003003725_Phorm_6_#_GCA_003003725.1	NA	237	229	94.42	3.19	210	Yes
GCA_003003775.1_ASM300377v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Chamaesiphonaceae_g_Merismopedia_Merismopedia_glauca_CCAP_1448/3_#_GCA_003003775.1	NA	246	237	98.01	3.59	229	Yes
GCA_003003795.1_ASM300379v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Leptolyngbyales_f_Leptolyngbyaceae_g_Leptolyngbya_B_Leptolyngbya_B_frigida_ULC18_#_GCA_003003795.1	NA	242	240	96.41	0.80	225	Yes
GCA_003003835.1_ASM300383v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Chroococcidiopsidaceae_g_Chroococcidiopsis_Chroococcidiopsis_thermalis_CCALA_043_#_GCA_003003835.1	NA	231	218	92.03	5.18	200	Yes
GCA_003003845.1_ASM300384v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Chamaesiphonaceae_g_Chamaesiphon_Chamaesiphon_polymorphus_CCALA_037_#_GCA_003003845.1	NA	231	218	92.03	5.58	198	Yes
GCA_003003885.1_ASM300388v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Chroococcidiopsidaceae_g_Aliterella_Aliterella_sp003003885_CCALA_695_#_GCA_003003885.1	NA	249	247	99.20	0.80	238	Yes
GCA_003003925.1_ASM300392v1_genomic_prodigal_proteins	Cyanobium_minutissima_CCALA_015_#_GCA_003003925.1	NA	250	250	99.60	0.00	240	Yes
GCA_003003995.1_ASM300399v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Xenococcaceae_g_Pleurocapsa_Pleurocapsa_sp003003995_CCALA_161_#_GCA_003003995.1	NA	246	237	98.01	3.59	229	Yes
GCA_003004015.1_ASM300401v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Chroococcidiopsidaceae_g_Chroococcidiopsis_Chroococcidiopsis_thermalis_CCALA_770_#_GCA_003004015.1	NA	246	238	98.01	3.59	227	Yes
GCA_003007785.1_ASM300778v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Microcystaceae_g_Aphanothece_Aphanothece_hegewaldii_CCALA_016_#_GCA_003007785.1	NA	248	246	98.80	1.20	241	Yes
GCA_003011125.1_ASM301112v1_genomic_prodigal_proteins	Lacustricoccus_lacustris_TousA_#_GCA_003011125.1	NA	243	236	96.81	2.79	226	Yes
GCA_003011885.1_ASM301188v1_genomic_prodigal_proteins	Cyanobium_sp._Tous_#_GCA_003011885.1	NA	248	247	98.80	0.40	239	Yes
GCA_003013815.1_ASM301381v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Microcystaceae_g_Crocosphaera_Crocosphaera_sp003013815_BG0011_#_GCA_003013815.1	NA	243	233	96.81	4.38	216	Yes
GCA_003015105.1_ASM301510v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Chroococcidiopsidaceae_g_Chroococcidiopsis_Chroococcidiopsis_thermalis_CCALA_051_#_GCA_003015105.1	NA	245	236	97.61	4.38	221	Yes
GCA_003015225.1_ASM301522v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Microcystaceae_g_Synechocystis_Synechocystis_sp000284455_IPPAS_B-1465_#_GCA_003015225.1	NA	246	245	98.01	0.40	238	Yes
GCA_003017785.1_ASM301778v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Phormidesmiales_f_Phormidesmiaceae_g_CCP5_CCP5_sp003017785_CCP5_#_GCA_003017785.1	NA	238	218	94.82	7.97	206	Yes
GCA_003017855.1_ASM301785v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Phormidesmiales_f_Phormidesmiaceae_g_Nodosilinea_Nodosilinea_sp003017855_CCT1_#_GCA_003017855.1	NA	242	225	96.41	6.77	213	Yes
GCA_003018975.1_ASM301897v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Phormidesmiales_f_Phormidesmiaceae_g_Nodosilinea_Nodosilinea_sp003017855_CCP4_#_GCA_003018975.1	NA	236	221	94.02	6.77	205	Yes
GCA_003019735.1_ASM301973v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Microcystaceae_g_Microcystis_Microcystis_sp000297435_MC19_#_GCA_003019735.1	NA	246	243	98.01	1.20	236	Yes
GCA_003021405.1_ASM302140v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Rubidibacteraceae_g_QS-4-48-99_Cyanobacteria_bacterium_SW_5_48_44_QS-4-48-99_sp003021505_#_GCA_003021405.1	NA	238	237	94.82	0.80	226	Yes
GCA_003021425.1_ASM302142v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Rubidibacteraceae_g_QS-4-48-99_Cyanobacteria_bacterium_SW_12_48_29_QS-4-48-99_sp003021505_#_GCA_003021425.1	NA	234	233	93.23	0.80	223	Yes
GCA_003021435.1_ASM302143v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Rubidibacteraceae_g_QS-4-48-99_Cyanobacteria_bacterium_SW_11_48_12_QS-4-48-99_sp003021505_#_GCA_003021435.1	NA	232	226	92.43	2.79	215	Yes
GCA_003021465.1_ASM302146v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Rubidibacteraceae_g_QS-4-48-99_Cyanobacteria_bacterium_QS_9_48_30_QS-4-48-99_sp003021505_#_GCA_003021465.1	NA	232	231	92.43	0.80	221	Yes
GCA_003021485.1_ASM302148v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Rubidibacteraceae_g_QS-4-48-99_Cyanobacteria_bacterium_QS_6_48_18_QS-4-48-99_sp003021505_#_GCA_003021485.1	NA	236	235	94.02	0.80	225	Yes
GCA_003021505.1_ASM302150v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Rubidibacteraceae_g_QS-4-48-99_Cyanobacteria_bacterium_QS_4_48_99_QS-4-48-99_sp003021505_#_GCA_003021505.1	NA	238	237	94.82	0.80	227	Yes
GCA_003021525.1_ASM302152v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Rubidibacteraceae_g_QS-4-48-99_Cyanobacteria_bacterium_QH_8_48_120_QS-4-48-99_sp003021505_#_GCA_003021525.1	NA	234	233	93.23	0.80	223	Yes
GCA_003021535.1_ASM302153v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Rubidibacteraceae_g_QS-4-48-99_Cyanobacteria_bacterium_QH_3_48_40_QS-4-48-99_sp003021505_#_GCA_003021535.1	NA	237	236	94.42	0.80	225	Yes
GCA_003021545.1_ASM302154v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Rubidibacteraceae_g_QS-4-48-99_Cyanobacteria_bacterium_QH_2_48_84_QS-4-48-99_sp003021505_#_GCA_003021545.1	NA	233	232	92.83	0.80	222	Yes
GCA_003021585.1_ASM302158v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Rubidibacteraceae_g_QS-4-48-99_Cyanobacteria_bacterium_QH_10_48_56_QS-4-48-99_sp003021505_#_GCA_003021585.1	NA	235	234	93.63	0.80	223	Yes
GCA_003021605.1_ASM302160v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Rubidibacteraceae_g_QS-4-48-99_Cyanobacteria_bacterium_QH_1_48_107_QS-4-48-99_sp003021505_#_GCA_003021605.1	NA	236	235	94.02	0.80	224	Yes
GCA_003021825.1_ASM302182v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Rubidibacteraceae_g_QS-4-48-99_Cyanobacteria_bacterium_SW_8_48_13_QS-4-48-99_sp003021505_#_GCA_003021825.1	NA	233	232	92.83	0.80	222	Yes
GCA_003021845.1_ASM302184v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Rubidibacteraceae_g_QS-4-48-99_Cyanobacteria_bacterium_SW_6_48_11_QS-4-48-99_sp003021505_#_GCA_003021845.1	NA	235	228	93.63	2.79	214	Yes
GCA_003021855.1_ASM302185v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Rubidibacteraceae_g_QS-4-48-99_Cyanobacteria_bacterium_QS_7_48_42_QS-4-48-99_sp003021505_#_GCA_003021855.1	NA	235	234	93.63	0.40	224	Yes
GCA_003021885.1_ASM302188v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Rubidibacteraceae_g_QS-4-48-99_Cyanobacteria_bacterium_QS_3_48_167_QS-4-48-99_sp003021505_#_GCA_003021885.1	NA	237	236	94.42	0.80	225	Yes
GCA_003021905.1_ASM302190v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Rubidibacteraceae_g_Halothece_Cyanobacteria_bacterium_SW_9_44_58_Halothece_sp003021905_#_GCA_003021905.1	NA	238	236	94.82	0.80	228	Yes
GCA_003021925.1_ASM302192v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Rubidibacteraceae_g_QS-4-48-99_Cyanobacteria_bacterium_QH_9_48_43_QS-4-48-99_sp003021505_#_GCA_003021925.1	NA	235	232	93.63	1.59	223	Yes
GCA_003022095.1_ASM302209v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Rubidibacteraceae_g_QS-4-48-99_Cyanobacteria_bacterium_SW_4_48_29_QS-4-48-99_sp003021505_#_GCA_003022095.1	NA	229	228	91.24	0.40	218	Yes
GCA_003022125.1_ASM302212v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Rubidibacteraceae_g_QS-8-64-29_Cyanobacteria_bacterium_QS_8_64_29_QS-8-64-29_sp003022125_#_GCA_003022125.1	NA	239	239	95.22	0.00	231	Yes
GCA_003022145.1_ASM302214v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Rubidibacteraceae_g_QS-4-48-99_Cyanobacteria_bacterium_QS_8_48_54_QS-4-48-99_sp003021505_#_GCA_003022145.1	NA	237	236	94.42	0.80	225	Yes
GCA_003022165.1_ASM302216v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Rubidibacteraceae_g_QS-4-48-99_Cyanobacteria_bacterium_SW_7_48_12_QS-4-48-99_sp003021505_#_GCA_003022165.1	NA	233	230	92.83	1.20	219	Yes
GCA_003022175.1_ASM302217v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Rubidibacteraceae_g_QS-4-48-99_Cyanobacteria_bacterium_SW_10_48_33_QS-4-48-99_sp003021505_#_GCA_003022175.1	NA	236	234	94.02	1.20	224	Yes
GCA_003022205.1_ASM302220v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Rubidibacteraceae_g_QS-4-48-99_Cyanobacteria_bacterium_QS_5_48_63_QS-4-48-99_sp003021505_#_GCA_003022205.1	NA	230	229	91.63	0.80	218	Yes
GCA_003022225.1_ASM302222v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Rubidibacteraceae_g_QS-4-48-99_Cyanobacteria_bacterium_QS_1_48_34_QS-4-48-99_sp003021505_#_GCA_003022225.1	NA	236	235	94.02	0.80	225	Yes
GCA_003022245.1_ASM302224v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Rubidibacteraceae_g_QS-4-48-99_Cyanobacteria_bacterium_QH_7_48_89_QS-4-48-99_sp003021505_#_GCA_003022245.1	NA	235	234	93.63	0.80	225	Yes
GCA_003022265.1_ASM302226v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Rubidibacteraceae_g_QS-4-48-99_Cyanobacteria_bacterium_QH_6_48_35_QS-4-48-99_sp003021505_#_GCA_003022265.1	NA	237	236	94.42	0.80	226	Yes
GCA_003022385.1_ASM302238v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Phormidesmiales_f_Phormidesmiaceae_g_Nodosilinea_Nodosilinea_sp003022385_CCP3_#_GCA_003022385.1	NA	242	232	96.41	4.38	222	Yes
GCA_003054475.1_ASM305447v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Nostocaceae_g_Nodularia_Nodularia_spumigena_UHCC_0039_#_GCA_003054475.1	NA	242	239	96.41	1.20	229	Yes
GCA_003060805.1_ASM306080v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Phormidiaceae_g_Arthrospira_Arthrospira_maxima_TJSD092_#_GCA_003060805.1	NA	244	243	97.21	0.40	234	Yes
GCA_003112475.1_ASM311247v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Microcystaceae_g_Microcystis_Microcystis_aeruginosa_C_0824_#_GCA_003112475.1	NA	247	246	98.41	0.40	240	Yes
GCA_003113895.1_ASM311389v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Nostocaceae_g_Nostoc_Nostoc_commune_NIES-4072_#_GCA_003113895.1	NA	243	236	96.81	2.79	225	Yes
GCA_003149585.1_ASM314958v1_genomic_prodigal_proteins	Vulcanococcus_indicus._XM-24_#_GCA_003149585.1	NA	251	250	100.00	0.40	242	Yes
GCA_003206555.1_ASM320655v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Microcystaceae_g_Microcystis_Microcystis_aeruginosa_A_Sj_#_GCA_003206555.1	NA	247	246	98.41	0.40	240	Yes
GCA_003206625.1_ASM320662v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Microcystaceae_g_Microcystis_Microcystis_sp000297435_NIES-1211_#_GCA_003206625.1	NA	246	244	98.01	0.80	237	Yes
GCA_003208055.1_ASM320805v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_B_Prochlorococcus_B_marinus_A_XMU1408_#_GCA_003208055.1	NA	233	231	92.83	0.80	223	Yes
GCA_003208065.1_ASM320806v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_B_Prochlorococcus_B_marinus_B_XMU1403_#_GCA_003208065.1	NA	234	232	93.23	0.80	227	Yes
GCA_003208695.1_ASM320869v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._AG-686-P16_Prochlorococcus_A_sp003208695_#_GCA_003208695.1	NA	135	130	53.78	1.99	113	No
GCA_003208775.1_ASM320877v1_genomic_prodigal_proteins	Pseudosynechococcus_sp._AG-686-A03_#_GCA_003208775.1	NA	150	148	59.76	0.80	138	Yes
GCA_003208835.1_ASM320883v1_genomic_prodigal_proteins	Parasynechococcus_sp._AG-683-C23_#_GCA_003208835.1	NA	193	193	76.89	0.00	179	Yes
GCA_003208845.1_ASM320884v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._AG-679-N20_Prochlorococcus_A_marinus_S_#_GCA_003208845.1	NA	200	199	79.68	0.40	191	Yes
GCA_003208875.1_ASM320887v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._AG-679-M23_Prochlorococcus_A_marinus_S_#_GCA_003208875.1	NA	243	242	96.81	0.40	238	Yes
GCA_003208885.1_ASM320888v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._AG-679-K21_Prochlorococcus_A_sp003208885_#_GCA_003208885.1	NA	147	146	58.57	0.40	139	Yes
GCA_003208935.1_ASM320893v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._AG-676-P23_Prochlorococcus_A_marinus_S_#_GCA_003208935.1	NA	179	179	71.31	0.00	172	Yes
GCA_003208955.1_ASM320895v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._AG-676-O21_Prochlorococcus_A_marinus_S_#_GCA_003208955.1	NA	180	179	71.71	0.40	168	Yes
GCA_003208975.1_ASM320897v1_genomic_prodigal_proteins	Parasynechococcus_sp._AG-676-F02_#_GCA_003208975.1	NA	137	134	54.58	1.20	125	No
GCA_003209005.1_ASM320900v1_genomic_prodigal_proteins	Pseudosynechococcus_sp._AG-673-D02_#_GCA_003209005.1	NA	200	197	79.68	1.20	186	Yes
GCA_003209035.1_ASM320903v1_genomic_prodigal_proteins	Parasynechococcus_sp._AG-673-B08_#_GCA_003209035.1	NA	126	125	50.20	0.40	119	No
GCA_003209055.1_ASM320905v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._AG-670-O13_Prochlorococcus_A_sp003209055_#_GCA_003209055.1	NA	161	160	64.14	0.40	152	Yes
GCA_003209065.1_ASM320906v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._AG-670-N10_Prochlorococcus_A_sp003209065_#_GCA_003209065.1	NA	230	230	91.63	0.00	223	Yes
GCA_003209115.1_ASM320911v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._AG-670-J16_Prochlorococcus_A_marinus_S_#_GCA_003209115.1	NA	165	165	65.74	0.00	159	Yes
GCA_003209135.1_ASM320913v1_genomic_prodigal_proteins	Parasynechococcus_sp._AG-670-D07_#_GCA_003209135.1	NA	134	131	53.39	1.59	122	No
GCA_003209155.1_ASM320915v1_genomic_prodigal_proteins	Pseudosynechococcus_sp._AG-670-F22_#_GCA_003209155.1	NA	185	184	73.71	0.40	176	Yes
GCA_003209165.1_ASM320916v1_genomic_prodigal_proteins	Parasynechococcus_sp._AG-670-B23_#_GCA_003209165.1	NA	228	226	90.84	0.80	218	Yes
GCA_003209275.1_ASM320927v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_AG-463-P14_Prochlorococcus_sp._AG-463-P14_AG-463-P14_sp003209275_#_GCA_003209275.1	NA	134	129	53.39	1.99	118	No
GCA_003209375.1_ASM320937v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._AG-459-N19_Prochlorococcus_A_sp003209375_#_GCA_003209375.1	NA	195	195	77.69	0.00	188	Yes
GCA_003209415.1_ASM320941v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._AG-459-J14_Prochlorococcus_A_sp003209415_#_GCA_003209415.1	NA	160	158	63.75	0.80	152	Yes
GCA_003209425.1_ASM320942v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._AG-459-E08_Prochlorococcus_A_sp003209425_#_GCA_003209425.1	NA	167	165	66.53	0.80	156	Yes
GCA_003209475.1_ASM320947v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._AG-459-B06_Prochlorococcus_A_sp003209475_#_GCA_003209475.1	NA	188	187	74.90	0.40	176	Yes
GCA_003209505.1_ASM320950v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._AG-459-A09_Prochlorococcus_A_sp003282425_#_GCA_003209505.1	NA	202	202	80.48	0.00	194	Yes
GCA_003209565.1_ASM320956v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._AG-449-J16_Prochlorococcus_A_sp003209565_#_GCA_003209565.1	NA	204	203	81.27	0.40	193	Yes
GCA_003209585.1_ASM320958v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._AG-449-G23_Prochlorococcus_A_sp003209585_#_GCA_003209585.1	NA	219	214	87.25	1.99	205	Yes
GCA_003209655.1_ASM320965v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._AG-442-M23_Prochlorococcus_A_sp003209655_#_GCA_003209655.1	NA	237	236	94.42	0.40	232	Yes
GCA_003209675.1_ASM320967v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._AG-442-N07_Prochlorococcus_A_sp003209675_#_GCA_003209675.1	NA	225	224	89.64	0.40	220	Yes
